count,trial,repeat,evict_kb,result,exit_code,min_time,score,seconds
150000,1,50,2048,FAIL,2,109,17160.715,141
150000,2,50,2048,PASS,0,113,17068.712,142
150000,3,50,2048,FAIL,2,106,17111.367,141
150000,4,50,2048,PASS,0,109,17715.339,141
150000,5,50,2048,PASS,0,114,17201.478,142
150000,6,50,2048,PASS,0,116,17734.507,141
150000,7,50,2048,PASS,0,116,17667.157,145
150000,8,50,2048,PASS,0,111,18028.958,143
150000,9,50,2048,FAIL,2,116,17477.874,142
150000,10,50,2048,PASS,0,115,17637.065,141
